IPR	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693
Rieske [2Fe-2S] iron-sulphur domain (IPR017941)	0	0	0	0	0	0	4	0	2	0	2	0	2	0	0	2	2	2	0	2
DHBP synthase RibB-like alpha/beta domain superfamily (IPR017945)	0	0	0	1	0	0	1	0	0	0	3	0	4	0	4	3	3	3	2	3
"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily (IPR017946)"	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Urease active site (IPR017950)	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1
"Urease alpha subunit, C-terminal (IPR017951)"	0	0	1	0	0	0	1	1	0	0	1	2	1	0	2	1	1	1	1	1
"Carbohydrate kinase, predicted, conserved site (IPR017953)"	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	2	0	1
"Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site (IPR017958)"	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E (IPR017959)"	0	1	0	0	0	0	0	1	0	0	2	1	1	0	1	1	2	1	3	1
"Acylphosphatase, conserved site (IPR017968)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Heavy-metal-associated, conserved site (IPR017969)"	0	0	0	0	0	0	2	0	0	0	3	0	1	0	2	2	1	3	0	3
"DNA methylase, N-4 cytosine-specific, conserved site (IPR017985)"	0	0	0	0	0	0	2	1	0	0	1	0	1	0	2	2	2	2	1	3
"Nucleoside phosphorylase, conserved site (IPR018016)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
IPP transferase (IPR018022)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	2	0	2
Asn/Gln amidotransferase (IPR018027)	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	2	2	2	4	2
"Catalase, mono-functional, haem-containing (IPR018028)"	0	1	14	0	0	0	2	4	0	0	12	0	10	0	11	16	10	9	8	10
Flagellar assembly protein FliH/Type III secretion system HrpE (IPR018035)	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1
"Aspartate kinase, conserved site (IPR018042)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Ammonium transporter, conserved site (IPR018047)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SAM-dependent methyltransferase RsmI, conserved site (IPR018063)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1
Type II secretion system protein GspF domain (IPR018076)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Glycoside hydrolase, family 25 subgroup (IPR018077)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ribosomal protein S4, conserved site (IPR018079)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1
"Uracil-DNA glycosylase, active site (IPR018085)"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1
"NADH:ubiquinone oxidoreductase, subunit 1, conserved site (IPR018086)"	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Glycoside hydrolase, family 5, conserved site (IPR018087)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Orotidine 5'-phosphate decarboxylase, active site (IPR018089)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
"Phosphoenolpyruvate carboxykinase, GTP-utilising, conserved site (IPR018091)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Thymidylate kinase (IPR018094)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	2	0	2
"Thymidylate kinase, conserved site (IPR018095)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Translation elongation factor Ts, conserved site (IPR018101)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	3	3	0	2
"Ribosomal S11, conserved site (IPR018102)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1
"Folylpolyglutamate synthetase, conserved site (IPR018109)"	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	2	1	2	0	2
"Phosphotransferase system EIIB, cysteine phosphorylation site (IPR018113)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"DNA methylase, C-5 cytosine-specific, active site (IPR018117)"	0	0	0	0	0	0	1	0	0	0	6	0	2	0	1	2	2	6	0	3
"Ribosomal protein S2, conserved site (IPR018130)"	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	2	2	2	0	2
"Aconitase family, 4Fe-4S cluster binding site (IPR018136)"	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	2	2	0	3
"CagE, TrbE, VirB component of type IV transporter system, central domain (IPR018145)"	0	0	0	0	0	0	1	1	0	0	3	1	6	0	4	4	2	3	0	4
"Glyoxalase I, conserved site (IPR018146)"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lysyl-tRNA synthetase, class II, C-terminal (IPR018149)"	0	0	0	0	0	0	0	0	0	0	5	0	6	0	4	4	3	6	2	6
"Transcription elongation factor, GreA/GreB, conserved site (IPR018151)"	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	2	2	2	0	2
"Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily (IPR018162)"	0	0	1	0	0	0	0	1	0	0	1	1	3	0	1	1	1	1	0	1
"Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily (IPR018163)"	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	2	1	2	2	2
"Alanyl-tRNA synthetase, class IIc, N-terminal (IPR018164)"	0	0	3	0	0	0	1	1	0	0	1	2	4	0	3	2	1	1	1	1
"Alanyl-tRNA synthetase, class IIc, core domain (IPR018165)"	0	0	2	0	0	0	0	2	0	0	1	2	4	0	4	2	1	1	1	1
"Peptidyl-tRNA hydrolase, conserved site (IPR018171)"	0	0	0	0	0	0	1	1	0	0	2	2	2	0	2	3	2	3	0	2
"Heat shock protein 70, conserved site (IPR018181)"	0	0	0	0	0	0	0	1	0	0	3	0	2	0	2	3	1	4	2	3
"Asp/Glu racemase, active site 1 (IPR018187)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1
"Phosphoglucose isomerase, conserved site (IPR018189)"	0	0	0	0	0	0	1	0	0	0	2	1	2	0	1	2	2	2	2	2
"4-oxalocrotonate tautomerase, Pseudomonas-type (IPR018191)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	2	0	2
"Ribosomal protein S5, N-terminal, conserved site (IPR018192)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	2	1	1
"Nickel-dependent hydrogenase, large subunit, nickel binding site (IPR018194)"	0	0	0	0	0	0	0	0	0	0	2	3	2	0	1	2	2	2	1	2
"Glycerate kinase, restriction-enzyme-like fold (IPR018197)"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Beta-ketoacyl synthase, active site (IPR018201)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Tryptophan synthase, alpha chain, active site (IPR018204)"	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1
"Electron transfer flavoprotein subunit alpha, conserved site (IPR018206)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"Glutamyl-tRNA reductase, conserved site (IPR018214)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"ClpP, Ser active site (IPR018215)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Thiol peroxidase conserved site (IPR018219)	0	0	0	0	0	0	0	1	1	0	1	0	2	0	1	1	0	1	0	1
"Adenylosuccinate synthase, GTP-binding site (IPR018220)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1
"Argininosuccinate synthase, conserved site (IPR018223)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"Transaldolase, active site (IPR018225)"	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	2	1	1	2
Amino acid/polyamine transporter 2 (IPR018227)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
"Deoxyribonuclease, TatD-related, conserved site (IPR018228)"	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1
"GTP cyclohydrolase I, conserved site (IPR018234)"	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	2	0	2
"SAICAR synthetase, conserved site (IPR018236)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NAD-dependent DNA ligase, active site (IPR018239)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1
"DnaJ domain, conserved site (IPR018253)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	1
"Ribosomal protein L29, conserved site (IPR018254)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
"Ribosomal protein L19, conserved site (IPR018257)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1
"Ribosomal protein L21, conserved site (IPR018258)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1
"Ribosomal protein L22/L17, conserved site (IPR018260)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
"Ribosomal protein L27, conserved site (IPR018261)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1
"Ribosomal protein L33, conserved site (IPR018264)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Ribosomal protein L35, conserved site (IPR018265)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1
"Ribosomal protein S10, conserved site (IPR018268)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1
"Ribosomal protein S13, conserved site (IPR018269)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
"Concentrative nucleoside transporter, metazoan/bacterial (IPR018270)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1
"Ribosomal protein S14, conserved site (IPR018271)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
"PEP-utilising enzyme, active site (IPR018274)"	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1
"Ribosomal protein S18, conserved site (IPR018275)"	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Ribosomal protein S21, conserved site (IPR018278)"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1
"Ribosomal protein S3, conserved site (IPR018280)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1
"4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site (IPR018294)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	1	0	1
"Aminotransferase, class IV, conserved site (IPR018300)"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	1	1	0	1
"P-type ATPase, phosphorylation site (IPR018303)"	0	1	0	0	0	0	0	0	0	0	3	1	2	0	2	2	2	3	0	3
"Chromosomal replication control, initiator DnaA, conserved site (IPR018312)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Solute-binding protein family 3, conserved site (IPR018313)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Tubulin/FtsZ, 2-layer sandwich domain (IPR018316)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
Queuosine biosynthesis protein QueC (IPR018317)	0	0	0	0	0	0	0	0	0	0	2	0	6	0	3	6	3	6	0	6
L-seryl-tRNA selenium transferase-like (IPR018319)	0	0	0	0	0	0	0	0	0	0	1	1	2	0	3	2	2	1	0	1
DNA polymerase 1 (IPR018320)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
"Glucosamine-6-phosphate isomerase, conserved site (IPR018321)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Outer membrane lipoprotein carrier protein LolA, Proteobacteria (IPR018323)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1
Squalene cyclase (IPR018333)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Transcription regulator HTH, Crp-type, conserved site (IPR018335)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Transcription regulator, HTH DeoR-type, conserved site (IPR018356)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hexapeptide transferase, conserved site (IPR018357)"	3	1	10	8	3	0	5	1	0	3	7	1	4	2	2	4	4	6	0	4
"Cell cycle, FtsW / RodA / SpoVE, conserved site (IPR018365)"	0	1	0	0	0	0	0	0	0	0	2	0	2	0	2	2	1	2	2	2
"ClpA/B, conserved site 1 (IPR018368)"	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	2	2	0	2
"Chaperonin GroES, conserved site (IPR018369)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Chaperonin Cpn60, conserved site (IPR018370)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Coproporphyrinogen III oxidase, conserved site (IPR018375)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enoyl-CoA hydratase/isomerase, conserved site (IPR018376)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Uncharacterised protein family UPF0324, prokaryote (IPR018383)"	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TRAP transporter solute receptor DctP (IPR018389)	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LysM domain (IPR018392)	0	4	0	0	0	0	0	0	0	0	4	0	4	0	4	4	4	4	0	4
"NADH-plastoquinone oxidoreductase, chain 5 subgroup (IPR018393)"	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	5	3	5	0	5
Putative phosphate transport regulator (IPR018445)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec-independent protein translocase protein TatB (IPR018448)	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	2	1	2
NIL domain (IPR018449)	0	0	0	0	0	0	2	0	0	0	2	2	2	0	2	2	2	2	0	2
"Na+/H+ antiporter, NhaC-like, C-terminal (IPR018461)"	0	0	2	0	0	0	0	0	0	0	4	0	2	0	2	3	2	2	3	2
"Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site (IPR018480)"	0	0	0	0	0	0	1	2	0	0	3	2	3	0	2	1	1	3	0	3
"Carbohydrate kinase, FGGY, N-terminal (IPR018484)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cyclic nucleotide-binding domain superfamily (IPR018490)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
"Pseudouridine synthase, RsuA/RluB/E/F, conserved site (IPR018496)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Dehydroquinase, class II, conserved site (IPR018509)"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1
"Diaminopimelate epimerase, active site (IPR018510)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1
Hemolysin-type calcium-binding conserved site (IPR018511)	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Cellulose synthase BcsB, bacterial (IPR018513)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"tRNA-dihydrouridine synthase, conserved site (IPR018517)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	1	1
"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site (IPR018520)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"DNA topoisomerase, type IIA, conserved site (IPR018522)"	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	0	1
"Isocitrate lyase/phosphorylmutase, conserved site (IPR018523)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein of unknown function DUF1993 (IPR018531)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FtsK gamma domain (IPR018541)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	2	2
Domain of unknown function DUF2017 (IPR018561)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Protein of unknown function DUF2018 (IPR018563)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1
"Restriction endonuclease, type II, AlwI (IPR018573)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	0	1
"Restriction endonuclease, type II, Pab1 (IPR018576)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	2
"Restriction endonuclease, type II, LlaJI (IPR018579)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
SHOCT domain (IPR018649)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein of unknown function DUF2164 (IPR018680)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Protein of unknown function DUF2165, transmembrane (IPR018681)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetratricopeptide repeat-like domain (IPR018704)	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
"Protein of unknown function DUF2214, membrane (IPR018706)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipid A deacylase LpxR (IPR018707)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	1	1
Domain of unknown function DUF2249 (IPR018720)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Probable inorganic carbon transporter subunit DabA (IPR018752)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zinicin-like metallopeptidase type 2 (IPR018766)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA repair pathway DNA polymerase beta (IPR018775)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mitochondrial escape protein 2, C-terminal (IPR018850)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domain of unknown function DUF2520 (IPR018931)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PhoD-like phosphatase,  metallophosphatase domain (IPR018946)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"GTP-binding protein TrmE, N-terminal (IPR018948)"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
"Fumarase C, C-terminal (IPR018951)"	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	2	2	2	1	2
Knr4/Smi1-like domain (IPR018958)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Ubiquitin-activating enzyme E1, C-terminal (IPR018965)"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, N-terminal (IPR018970)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RQC domain (IPR018982)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Restriction endonuclease, type II, CfrBI (IPR019042)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Restriction endonuclease, type II, HaeIII (IPR019059)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Cytochrome c oxidase caa3-type, assembly factor CtaG-related (IPR019108)"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
"Essential protein Yae1, N-terminal (IPR019191)"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virulence-associated protein D / CRISPR associated protein Cas2 (IPR019199)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
Protein of unknown function DUF2130 (IPR019219)	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	1	1	1	1
Domain of unknown function DUF2147 (IPR019223)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	3
"Bacteriophage phiJL001, Gp84, N-terminal (IPR019228)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Protein of unknown function DUF2339, transmembrane (IPR019286)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"Predicted 3'-5' exonuclease, PolB-like (IPR019288)"	0	0	1	0	0	0	0	1	0	0	1	0	1	0	2	1	1	1	1	1
RNA-binding protein AU-1/Ribonuclease E/G (IPR019307)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"Ribosomal protein S23/S29, mitochondrial (IPR019368)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactonase, 7-bladed beta propeller (IPR019405)"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Inclusion body clearance protein Iml2/Tetratricopeptide repeat protein 39 (IPR019412)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein of unknown function DUF2417 (IPR019431)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromatid cohesion factor MAU2 (IPR019440)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"THADA/TRM732, DUF2428 (IPR019442)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DNA-directed RNA polymerase, beta subunit, external 1 domain (IPR019462)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1
Adenylosuccinate lyase C-terminal (IPR019468)	0	0	2	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2
Protein of unknown function DUF2443 (IPR019469)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Type IV secretion system coupling protein TraD, DNA-binding domain (IPR019476)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"Peroxiredoxin, C-terminal (IPR019479)"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1
"Clp ATPase, C-terminal (IPR019489)"	0	0	0	0	0	0	0	2	0	0	8	1	10	0	5	8	6	8	2	8
"Valyl-tRNA synthetase,  tRNA-binding arm (IPR019499)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Peptidase S26 (IPR019533)	0	0	0	0	0	0	2	0	0	0	4	2	2	0	4	2	4	2	2	2
"Twin-arginine translocation pathway, signal sequence, bacterial/archaeal (IPR019546)"	1	3	0	0	0	0	1	0	0	0	3	0	1	0	3	0	0	2	0	1
"NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding (IPR019574)"	0	0	0	0	0	0	0	0	0	0	3	3	3	0	3	3	3	3	0	3
Mrp/NBP35 ATP-binding protein (IPR019591)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
Domain of unknown function DUF2470 (IPR019595)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
"YspA, cpYpsA-related SLOG family (IPR019627)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uncharacterised protein family UPF0763 (IPR019724)	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	2	0	2	0	2
Tetratricopeptide repeat (IPR019734)	0	9	3	0	0	0	0	1	0	0	14	0	12	0	5	18	8	19	3	20
"Pyruvate/ketoisovalerate oxidoreductase, catalytic domain (IPR019752)"	0	1	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2
"Peptidase S26A, signal peptidase I, conserved site (IPR019758)"	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1
"DNA-directed DNA polymerase, family A, conserved site (IPR019760)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Ferrochelatase, active site (IPR019772)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
"Aromatic amino acid hydroxylase, C-terminal (IPR019774)"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Flagellar basal body rod protein, conserved site (IPR019776)"	0	0	0	0	0	0	1	1	0	0	5	1	4	0	4	4	2	5	1	5
"Glucose-6-phosphate dehydrogenase, active site (IPR019796)"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1
"Serine hydroxymethyltransferase, pyridoxal phosphate binding site (IPR019798)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1
"Heat shock protein Hsp90, conserved site (IPR019805)"	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1
"Hexokinase, binding site (IPR019807)"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Histidine triad, conserved site (IPR019808)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1
Citrate synthase active site (IPR019810)	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Homoserine dehydrogenase, conserved site (IPR019811)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1
"Hydrogenase assembly chaperone, conserved site (IPR019812)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Translation initiation factor 3, conserved site (IPR019813)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1
"Translation initiation factor 3, N-terminal (IPR019814)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1
"Translation initiation factor 3, C-terminal (IPR019815)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1
"Isocitrate/isopropylmalate dehydrogenase, conserved site (IPR019818)"	0	0	0	0	0	0	2	0	0	0	1	1	1	0	1	1	1	1	0	1
"Sec-independent periplasmic protein translocase, conserved site (IPR019820)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"Manganese/iron superoxide dismutase, N-terminal (IPR019831)"	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1
"Manganese/iron superoxide dismutase, C-terminal (IPR019832)"	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1
