Species	Sample	HP	16s	metagenome
E4$Ruminobacter	E4	Hp-positive	0	0
E4$Ruminococcus	E4	Hp-positive	0	0
E4$Rummeliibacillus	E4	Hp-positive	0	0
E4$Runella	E4	Hp-positive	0	0.046448816
E4$Saccharibacillus	E4	Hp-positive	0	0
E4$Saccharimonas	E4	Hp-positive	0	0
E4$Saccharopolyspora	E4	Hp-positive	0	0
E4$Saccharothrix	E4	Hp-positive	0	0
E4$Salegentibacter	E4	Hp-positive	0	0
E4$Salimicrobium	E4	Hp-positive	0	0
E4$Salinibacter_ruber	E4	Hp-positive	0	0
E4$Salinispora	E4	Hp-positive	0	0.054190285
E4$Salinivibrio	E4	Hp-positive	0	0.008601633
E4$Salinivirga	E4	Hp-positive	0	0
E4$Salipiger	E4	Hp-positive	0	0
E4$Saliterribacillus	E4	Hp-positive	0	0
E4$Salmonella	E4	Hp-positive	0	0.599533792
E4$Sandaracinus	E4	Hp-positive	0	0
E4$Sarcina	E4	Hp-positive	0	0
E4$Savagea	E4	Hp-positive	0	0
E4$Schaalia	E4	Hp-positive	0	0
E4$Schlegelella	E4	Hp-positive	0	0.009461796
E4$Schnuerera	E4	Hp-positive	0	0
E4$Scytonema_sp._HK-05	E4	Hp-positive	0	0
E4$Scytonema_sp._NIES-4073	E4	Hp-positive	0	0
E4$Sebaldella	E4	Hp-positive	0	0
E4$secondary_endosymbiont_of_Heteropsylla_cubana	E4	Hp-positive	0	0
E4$Sedimentibacter	E4	Hp-positive	0	0
E4$Sediminibacillus	E4	Hp-positive	0	0
E4$Sediminibacterium	E4	Hp-positive	0	0
E4$Selenomonas	E4	Hp-positive	0	0
E4$Sellimonas	E4	Hp-positive	0	0
E4$Seonamhaeicola	E4	Hp-positive	0	0
E4$Serpentinicella	E4	Hp-positive	0	0.019783755
E4$Serratia	E4	Hp-positive	0	0.029245551
E4$Shewanella	E4	Hp-positive	0	0.055910612
E4$Shigella	E4	Hp-positive	0	0
E4$Shimwellia	E4	Hp-positive	0	0
E4$Shinella	E4	Hp-positive	0	0.021504081
E4$Siansivirga	E4	Hp-positive	0	0
E4$Sideroxydans	E4	Hp-positive	0	0
E4$Silvanigrella	E4	Hp-positive	0	0
E4$Simkania	E4	Hp-positive	0	0.010321959
E4$Simonsiella	E4	Hp-positive	0	0
E4$Simplicispira	E4	Hp-positive	0	0
E4$Sinorhizobium	E4	Hp-positive	0	0.015482939
E4$Skermanella	E4	Hp-positive	0.043317068	0
E4$Sneathia	E4	Hp-positive	0	0
E4$Snodgrassella	E4	Hp-positive	0	0
E4$Sodaliphilus	E4	Hp-positive	0	0
E4$Sodalis	E4	Hp-positive	0	0
E4$Solibacillus	E4	Hp-positive	0	0
E4$Solimonas	E4	Hp-positive	0	0
E4$Solitalea	E4	Hp-positive	0	0
E4$Sorangium	E4	Hp-positive	0	0.047308979
E4$Spartinivicinus	E4	Hp-positive	0	0
E4$Sphaerochaeta	E4	Hp-positive	0	0
E4$Sphaerospermopsis_kisseleviana	E4	Hp-positive	0	0
E4$Sphaerotilus_natans	E4	Hp-positive	0	0
E4$Sphingobacterium	E4	Hp-positive	0	0.027525224
E4$Sphingobium	E4	Hp-positive	0	0
E4$Sphingomonas	E4	Hp-positive	0.070071728	0
E4$Sphingopyxis	E4	Hp-positive	0	0
E4$Sphingorhabdus	E4	Hp-positive	0	0.011182122
E4$Sphingosinicella	E4	Hp-positive	0	0.009461796
E4$Spirochaeta	E4	Hp-positive	0	0.020643918
E4$Spiroplasma	E4	Hp-positive	0	0
E4$Spirosoma	E4	Hp-positive	0	0.061931755
E4$Sporolactobacillus	E4	Hp-positive	0	0
E4$Sporosarcina	E4	Hp-positive	0	0
E4$Stanieria_cyanosphaera	E4	Hp-positive	0	0.021504081
E4$Stanieria_sp._NIES-3757	E4	Hp-positive	0	0
E4$Staphylococcus	E4	Hp-positive	0.17072021	8.727216426
E4$Staphylospora	E4	Hp-positive	0	0
E4$Stappia	E4	Hp-positive	0	0.008601633
E4$Stenotrophomonas	E4	Hp-positive	0	0.104079754
E4$Steroidobacter	E4	Hp-positive	0	0
E4$Stieleria	E4	Hp-positive	0	0
E4$Stigmatella	E4	Hp-positive	0	0
E4$Stomatobaculum	E4	Hp-positive	0	0
E4$Streptacidiphilus	E4	Hp-positive	0	0
E4$Streptobacillus	E4	Hp-positive	0	0
E4$Streptococcus	E4	Hp-positive	0.653578117	0.941018605
E4$Streptomonospora	E4	Hp-positive	0	0
E4$Streptomyces	E4	Hp-positive	0	0.498034527
E4$Streptosporangium	E4	Hp-positive	0	0.036126857
E4$Subdoligranulum	E4	Hp-positive	0	0
E4$Succinatimonas	E4	Hp-positive	0	0
E4$Succiniclasticum	E4	Hp-positive	0	0
E4$Succinivibrio	E4	Hp-positive	0	0
E4$Suicoccus	E4	Hp-positive	0	0.014622775
E4$Sulfitobacter	E4	Hp-positive	0	0
E4$Sulfurihydrogenibium	E4	Hp-positive	0	0
E4$Sulfurimonas	E4	Hp-positive	0.086634136	0
E4$Sulfurospirillum	E4	Hp-positive	0	0
E4$Sulfurovum	E4	Hp-positive	0.068797697	0
E4$Sumerlaea	E4	Hp-positive	0	0
E4$Sutcliffiella	E4	Hp-positive	0	0
E4$Sutterella	E4	Hp-positive	0	0
E4$Sva0996_marine_group	E4	Hp-positive	0	0
E4$SWB02	E4	Hp-positive	0	0
E4$Synechococcus_elongatus	E4	Hp-positive	0	0.008601633
E4$Synechococcus_sp._BIOS-E4-1	E4	Hp-positive	0	0.008601633
E4$Synechococcus_sp._Minos11	E4	Hp-positive	0	0
E4$Synechococcus_sp._NIES-970	E4	Hp-positive	0	0
E4$Synechococcus_sp._PCC_7002	E4	Hp-positive	0	0.035266694
E4$Synechococcus_sp._PCC_7003	E4	Hp-positive	0	0.009461796
E4$Synechococcus_sp._PROS-U-1	E4	Hp-positive	0	0
E4$Synechococcus_sp._RS9909	E4	Hp-positive	0	0
E4$Synechococcus_sp._WH_8109	E4	Hp-positive	0	0
E4$Syntrophobacter	E4	Hp-positive	0	0
E4$Taibaiella	E4	Hp-positive	0	0
E4$Tamlana	E4	Hp-positive	0	0
E4$Tannerella	E4	Hp-positive	0.019110471	0
E4$Tenacibaculum	E4	Hp-positive	0	0.016343102
E4$Tenuibacillus	E4	Hp-positive	0	0
E4$Tenuifilum	E4	Hp-positive	0	0
E4$Tepidanaerobacter	E4	Hp-positive	0	0
E4$Tepidimicrobium	E4	Hp-positive	0	0
E4$Tepidimonas	E4	Hp-positive	0	0
E4$Tepiditoga	E4	Hp-positive	0	0.022364245
E4$Terasakiella	E4	Hp-positive	0	0
E4$Tetragenococcus	E4	Hp-positive	0	0
E4$Thalassospira	E4	Hp-positive	0	0
E4$Thalassotalea	E4	Hp-positive	0	0
E4$Thermaerobacter	E4	Hp-positive	0	0
E4$Thermanaeromonas	E4	Hp-positive	0	0
E4$Thermoanaerobacter	E4	Hp-positive	0	0
E4$Thermoanaerobacterium	E4	Hp-positive	0	0
E4$Thermoanaerosceptrum	E4	Hp-positive	0	0
E4$Thermobispora	E4	Hp-positive	0	0
E4$Thermoclostridium	E4	Hp-positive	0	0
E4$Thermodesulfatator	E4	Hp-positive	0	0
E4$Thermodesulfobacterium	E4	Hp-positive	0	0
E4$Thermodesulfobium	E4	Hp-positive	0	0
E4$Thermodesulfovibrio	E4	Hp-positive	0	0
E4$Thermoleptolyngbya_sp._PKUAC-SCTB121	E4	Hp-positive	0	0.032686204
E4$Thermomonas	E4	Hp-positive	0	0.016343102
E4$Thermomonospora	E4	Hp-positive	0	0
E4$Thermosipho	E4	Hp-positive	0	0
E4$Thermosynechococcus_elongatus	E4	Hp-positive	0	0.033546367
E4$Thermotoga	E4	Hp-positive	0	0.936717789
E4$Thermotomaculum	E4	Hp-positive	0	0
E4$Thermus	E4	Hp-positive	0	0.009461796
E4$Thioclava	E4	Hp-positive	0	0
E4$Thiomicrorhabdus	E4	Hp-positive	0	0
E4$Thiomonas_intermedia	E4	Hp-positive	0	0.031826041
E4$Thiospirochaeta	E4	Hp-positive	0	0
E4$Thiosulfativibrio	E4	Hp-positive	0	0
E4$Thiothrix	E4	Hp-positive	0	0.012902449
E4$Thorsellia	E4	Hp-positive	0	0
E4$Tissierella	E4	Hp-positive	0	0
E4$Tistrella	E4	Hp-positive	0	0
E4$Tolypothrix_sp._PCC_7910	E4	Hp-positive	0	0
E4$Treponema	E4	Hp-positive	0.154157802	0.021504081
E4$Trichococcus	E4	Hp-positive	0	0
E4$Trichodesmium_erythraeum	E4	Hp-positive	0	0.013762612
E4$Trichormus_azollae	E4	Hp-positive	0	0
E4$Turicella	E4	Hp-positive	0	0
E4$Turicibacter	E4	Hp-positive	0	0
E4$Turicimonas	E4	Hp-positive	0	0
E4$Tuwongella	E4	Hp-positive	0	0.008601633
E4$Tyzzerella	E4	Hp-positive	0	0
E4$UCG-002	E4	Hp-positive	0	0
E4$UCG-003	E4	Hp-positive	0	0
E4$UCG-004	E4	Hp-positive	0	0
E4$UCG-005	E4	Hp-positive	0	0
E4$Undibacterium	E4	Hp-positive	0	0.021504081
E4$Urbifossiella	E4	Hp-positive	0	0.015482939
E4$Ureaplasma	E4	Hp-positive	0	0
E4$Urechidicola	E4	Hp-positive	0	0
E4$Ureibacillus	E4	Hp-positive	0	0
E4$V9D2013_group	E4	Hp-positive	0	0
E4$Vagococcus	E4	Hp-positive	0	0
E4$Vallitalea	E4	Hp-positive	0	0.015482939
E4$Variovorax	E4	Hp-positive	0	0.101499265
E4$Veillonella	E4	Hp-positive	0.294301257	0
E4$Verminephrobacter	E4	Hp-positive	0	0
E4$Verrucomicrobium	E4	Hp-positive	0	0
E4$Vespertiliibacter	E4	Hp-positive	0	0
E4$Vibrio	E4	Hp-positive	0	0.157409876
E4$Vicinamibacter	E4	Hp-positive	0	0
E4$Virgibacillus	E4	Hp-positive	0	0
E4$Viridibacillus	E4	Hp-positive	0	0
E4$Vitreoscilla	E4	Hp-positive	0	0
E4$Vulcaniibacterium	E4	Hp-positive	0	0
E4$Vulgatibacter	E4	Hp-positive	0	0
E4$W5053	E4	Hp-positive	0	0
E4$Weeksella	E4	Hp-positive	0	0
E4$Weissella	E4	Hp-positive	0	0
E4$Weizmannia	E4	Hp-positive	0	0
E4$Wenyingzhuangia	E4	Hp-positive	0	0
E4$Wenzhouxiangella	E4	Hp-positive	0	0.029245551
E4$Winogradskyella	E4	Hp-positive	0	0.009461796
E4$Wolbachia	E4	Hp-positive	0	0.058491102
E4$Xanthobacter	E4	Hp-positive	0	0
E4$Xanthomonas	E4	Hp-positive	0	0.018063428
E4$Xenorhabdus	E4	Hp-positive	0	0
E4$Xylanimonas	E4	Hp-positive	0	0
E4$Xylella	E4	Hp-positive	0	0
E4$Xylophilus_rhododendri	E4	Hp-positive	0	0
E4$Yersinia	E4	Hp-positive	0	0.013762612
E4$Yoonia-Loktanella	E4	Hp-positive	0	0
E4$Zhongshania	E4	Hp-positive	0	0
E4$Zobellella	E4	Hp-positive	0	0
E4$ZOR0006	E4	Hp-positive	0	0
E4$Zunongwangia	E4	Hp-positive	0	0
E4$Zymomonas	E4	Hp-positive	0	0
E5$[Eubacterium]_brachy_group	E5	Hp-negative	0	0
E5$[Eubacterium]_hallii_group	E5	Hp-negative	0	0
E5$[Eubacterium]_nodatum_group	E5	Hp-negative	0	0
E5$[Eubacterium]_ventriosum_group	E5	Hp-negative	0	0
E5$[Eubacterium]_xylanophilum_group	E5	Hp-negative	0	0
E5$[Renibacterium]_salmoninarum_group	E5	Hp-negative	0	0
E5$[Ruminococcus]_gauvreauii_group	E5	Hp-negative	0	0
E5$[Ruminococcus]_gnavus_group	E5	Hp-negative	0	0
E5$[Ruminococcus]_torques_group	E5	Hp-negative	0	0
E5$A2	E5	Hp-negative	0	0
E5$Abditibacterium	E5	Hp-negative	0	0
E5$Abyssicoccus	E5	Hp-negative	0	0
E5$Acaryochloris_marina	E5	Hp-negative	0	0.019097885
E5$Acetitomaculum	E5	Hp-negative	0	0
E5$Acetivibrio	E5	Hp-negative	0	0.031251085
E5$Acetoanaerobium	E5	Hp-negative	0	0.022570228
E5$Acetobacter	E5	Hp-negative	0	0.496545019
E5$Acetobacterium	E5	Hp-negative	0	0.0243064
E5$Acetohalobium	E5	Hp-negative	0	0
E5$Acholeplasma	E5	Hp-negative	0	0.0243064
E5$Achromobacter	E5	Hp-negative	0	0.112851141
E5$Acidaminococcus	E5	Hp-negative	0	0
E5$Acidibacter	E5	Hp-negative	0	0
E5$Acidipropionibacterium	E5	Hp-negative	0	0
E5$Acidovorax	E5	Hp-negative	0	0.069446856
E5$Acinetobacter	E5	Hp-negative	0.338039372	0.602451474
E5$Actinobacillus	E5	Hp-negative	0	0
E5$Actinomadura	E5	Hp-negative	0	0.039931942
E5$Actinomyces	E5	Hp-negative	0	0.135421369
E5$Actinoplanes	E5	Hp-negative	0	0.060765999
E5$Actinopolymorpha	E5	Hp-negative	0	0
E5$Actinosynnema	E5	Hp-negative	0	0.039931942
E5$Adhaeribacter	E5	Hp-negative	0	0
E5$Aequorivita	E5	Hp-negative	0	0
E5$Aeribacillus	E5	Hp-negative	0	0
E5$Aerococcus	E5	Hp-negative	0	0
E5$Aeromonas	E5	Hp-negative	0	0.083336227
E5$Agarilytica	E5	Hp-negative	0	0
E5$Agathobacter	E5	Hp-negative	0	0
E5$Aggregatibacter	E5	Hp-negative	0	0.112851141
E5$Agrobacterium	E5	Hp-negative	0	0.079863884
E5$Agromyces	E5	Hp-negative	0	0.041668113
E5$Akkermansia	E5	Hp-negative	0	0.029514914
E5$Albibacter	E5	Hp-negative	0	0
E5$Alcaligenes	E5	Hp-negative	0	0.045140456
E5$Alcanivorax	E5	Hp-negative	0	0.022570228
E5$Algibacter	E5	Hp-negative	0	0.072919199
E5$Algoriphagus	E5	Hp-negative	0	0
E5$Aliarcobacter	E5	Hp-negative	0	0.343761936
E5$Alicyclobacillus	E5	Hp-negative	0	0.088544741
E5$Aliivibrio	E5	Hp-negative	0	0.0243064
E5$Alishewanella	E5	Hp-negative	0	0
E5$Alistipes	E5	Hp-negative	0	0.078127713
E5$Alkalibacterium	E5	Hp-negative	0	0
E5$Alkalicella	E5	Hp-negative	0	0
E5$Alkalihalobacillus	E5	Hp-negative	0	0.046876628
E5$Alkaliphilus	E5	Hp-negative	0	0.131949026
E5$Alkalitalea	E5	Hp-negative	0	0.020834057
E5$Alloactinosynnema	E5	Hp-negative	0	0.019097885
E5$Allochromatium	E5	Hp-negative	0	0
E5$Allofrancisella	E5	Hp-negative	0	0
E5$Alloiococcus	E5	Hp-negative	0	0
E5$Allokutzneria	E5	Hp-negative	0	0
E5$Alloprevotella	E5	Hp-negative	1.968582223	0
E5$Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	E5	Hp-negative	0	0
E5$Altererythrobacter	E5	Hp-negative	0	0.055557485
E5$Alteromonas	E5	Hp-negative	0	0.036459599
E5$Alysiella	E5	Hp-negative	0	0
E5$Amedibacterium	E5	Hp-negative	0	0
E5$Aminipila	E5	Hp-negative	0	0.034723428
E5$Aminobacterium	E5	Hp-negative	0	0.019097885
E5$Ammonifex	E5	Hp-negative	0	0
E5$Amniculibacterium	E5	Hp-negative	0	0
E5$Amnipila	E5	Hp-negative	0	0
E5$Amphibacillus	E5	Hp-negative	0	0.335081079
E5$Amycolatopsis	E5	Hp-negative	0	0.029514914
E5$Anabaena_cylindrica	E5	Hp-negative	0	0.027778742
E5$Anabaena_sp._90	E5	Hp-negative	0	0
E5$Anabaena_sp._WA102	E5	Hp-negative	0	0
E5$Anaerobacillus	E5	Hp-negative	0	0
E5$Anaerobiospirillum	E5	Hp-negative	0.934579439	0
E5$Anaerobutyricum	E5	Hp-negative	0	0.022570228
E5$Anaerococcus	E5	Hp-negative	0	0.069446856
E5$Anaerocolumna	E5	Hp-negative	0	0.057293656
E5$Anaeromyxobacter	E5	Hp-negative	0	0.026042571
E5$Anaeroplasma	E5	Hp-negative	0	0
E5$Anaerospora	E5	Hp-negative	0	0
E5$Anaerostipes	E5	Hp-negative	0	0.031251085
E5$Anaerotruncus	E5	Hp-negative	0	0
E5$Aneurinibacillus	E5	Hp-negative	0	0.017361714
E5$Anoxybacillus	E5	Hp-negative	0	0
E5$Anoxybacter_fermentans	E5	Hp-negative	0	0.026042571
E5$Anseongella	E5	Hp-negative	0	0
E5$Antarcticibacterium	E5	Hp-negative	0	0
E5$Apibacter	E5	Hp-negative	0	0.045140456
E5$Apilactobacillus	E5	Hp-negative	0	0
E5$Aquabacterium	E5	Hp-negative	0	0
E5$Aquamicrobium	E5	Hp-negative	0	0
E5$Aquicella	E5	Hp-negative	0	0
E5$Aquifex	E5	Hp-negative	0	0.076391541
E5$Aquiflexum	E5	Hp-negative	0	0
E5$Aquihabitans	E5	Hp-negative	0	0.020834057
E5$Aquiluna	E5	Hp-negative	0	0.017361714
E5$Aquimarina	E5	Hp-negative	0	0.130212855
E5$Aquirufa	E5	Hp-negative	0	0
E5$Aquisphaera	E5	Hp-negative	0	0.026042571
E5$Arabia	E5	Hp-negative	0	0
E5$Arachidicoccus	E5	Hp-negative	0	0.079863884
E5$Archangium	E5	Hp-negative	0	0.048612799
E5$Arcicella	E5	Hp-negative	0	0
E5$Arcobacter	E5	Hp-negative	0	0.276051252
E5$Arcticibacterium	E5	Hp-negative	0	0.045140456
E5$Arenibacter	E5	Hp-negative	0	0.017361714
E5$Arenimonas	E5	Hp-negative	0	0
E5$Aromatoleum	E5	Hp-negative	0	0.175353311
E5$Arsenicicoccus	E5	Hp-negative	0	0
E5$Arsenophonus	E5	Hp-negative	0	0
E5$Arthrobacter	E5	Hp-negative	0	4.125143234
E5$ASF356	E5	Hp-negative	0	0
E5$Asinibacterium	E5	Hp-negative	0	0
E5$Asteroleplasma	E5	Hp-negative	0	0
E5$Asticcacaulis	E5	Hp-negative	0	0.0243064
E5$Atopobium	E5	Hp-negative	0	0
E5$Atopostipes	E5	Hp-negative	0	0
E5$Atribacter	E5	Hp-negative	0	0.020834057
E5$Aurantisolimonas	E5	Hp-negative	0	0
E5$Auraticoccus	E5	Hp-negative	0	0.020834057
E5$Aureimonas	E5	Hp-negative	0	0
E5$Aureliella	E5	Hp-negative	0	0
E5$Avibacterium	E5	Hp-negative	0	0
E5$Azoarcus	E5	Hp-negative	0	0
E5$Azospirillum	E5	Hp-negative	0	0.107642626
E5$Bacillus	E5	Hp-negative	2.306621595	3.590402445
E5$Bacteroides	E5	Hp-negative	13.52157487	0.515642904
E5$Barnesiella	E5	Hp-negative	0	0
E5$Bartonella	E5	Hp-negative	0	0.036459599
E5$Basfia	E5	Hp-negative	0	0
E5$Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	E5	Hp-negative	0	0.022570228
E5$Bdellovibrio	E5	Hp-negative	0	0.026042571
E5$Beggiatoa	E5	Hp-negative	0	0
E5$Belliella	E5	Hp-negative	0	0.0243064
E5$Bergeyella	E5	Hp-negative	0.457347385	0
E5$Bernardetia	E5	Hp-negative	0	0.038195771
E5$Bhargavaea	E5	Hp-negative	0	0
E5$Bifidobacterium	E5	Hp-negative	0	0.048612799
E5$Bilophila	E5	Hp-negative	0	0
E5$Biomaibacter	E5	Hp-negative	0	0
E5$Bisgaardia	E5	Hp-negative	0	0
E5$Blastomonas	E5	Hp-negative	0	0
E5$Blattabacterium	E5	Hp-negative	0	0.350706622
E5$Blautia	E5	Hp-negative	0	0.097225598
E5$Blvii28_wastewater-sludge_group	E5	Hp-negative	0	0
E5$Bombella	E5	Hp-negative	0	0
E5$Bordetella	E5	Hp-negative	0	0.052085142
E5$Borrelia	E5	Hp-negative	0	0.559047189
E5$Borreliella	E5	Hp-negative	0	0.178825654
E5$Bosea	E5	Hp-negative	0	0
E5$Boseongicola	E5	Hp-negative	0	0
E5$Botrimarina	E5	Hp-negative	0	0.020834057
E5$Brachybacterium	E5	Hp-negative	0	0
E5$Brachyspira	E5	Hp-negative	0	0.359387479
E5$Bradyrhizobium	E5	Hp-negative	0	0.527796104
E5$Brasilonema_sennae	E5	Hp-negative	0	0.019097885
E5$Brenneria	E5	Hp-negative	0	0
E5$Brevibacillus	E5	Hp-negative	0	0.144102226
E5$Brevibacterium	E5	Hp-negative	0	0.083336227
E5$Brevundimonas	E5	Hp-negative	0	0.118059655
E5$Brochothrix	E5	Hp-negative	0	0.0243064
E5$Brucella	E5	Hp-negative	0	0.16146394
E5$Buchnera	E5	Hp-negative	0	0.44793222
E5$Burkholderia	E5	Hp-negative	0	0.272578909
E5$Burkholderia-Caballeronia-Paraburkholderia	E5	Hp-negative	0	0
E5$Buttiauxella	E5	Hp-negative	0	0
E5$Butyricicoccus	E5	Hp-negative	0	0
E5$Butyricimonas	E5	Hp-negative	0	0.039931942
E5$Butyrivibrio	E5	Hp-negative	0	0.020834057
E5$CAG-56	E5	Hp-negative	0	0
E5$Caldanaerobacter	E5	Hp-negative	0	0
E5$Caldibacillus	E5	Hp-negative	0	0.026042571
E5$Caldicellulosiruptor	E5	Hp-negative	0	0
E5$Caldisericum	E5	Hp-negative	0	0
E5$Calditerrivibrio	E5	Hp-negative	0	0
E5$Caloramator	E5	Hp-negative	0	0.026042571
E5$Caloranaerobacter	E5	Hp-negative	0	0.027778742
E5$Calothrix_brevissima	E5	Hp-negative	0	0.076391541
E5$Calothrix_parasitica	E5	Hp-negative	0	0.057293656
E5$Calothrix_PCC-6303	E5	Hp-negative	0	0
E5$Calothrix_sp._336/3	E5	Hp-negative	0	0.12500434
E5$Calothrix_sp._NIES-2098	E5	Hp-negative	0	0.039931942
E5$Calothrix_sp._NIES-2100	E5	Hp-negative	0	0
E5$Calothrix_sp._PCC_6303	E5	Hp-negative	0	0.05034897
E5$Calothrix_sp._PCC_7507	E5	Hp-negative	0	0
E5$Caminibacter	E5	Hp-negative	0	0.059029827
E5$Campylobacter	E5	Hp-negative	0	0.605923817
E5$Candidatus_Amoebophilus	E5	Hp-negative	0	0.019097885
E5$Candidatus_Armantifilum	E5	Hp-negative	0	0
E5$Candidatus_Arthromitus	E5	Hp-negative	0	0.064238342
E5$Candidatus_Atelocyanobacterium_thalassa	E5	Hp-negative	0	0
E5$Candidatus_Babela_massiliensis	E5	Hp-negative	0	0
E5$Candidatus_Bacilloplasma	E5	Hp-negative	0	0
E5$Candidatus_Blochmannia	E5	Hp-negative	0	0.048612799
E5$Candidatus_Cardinium	E5	Hp-negative	0	0.020834057
E5$Candidatus_Carsonella	E5	Hp-negative	0	0.036459599
E5$Candidatus_Cytomitobacter	E5	Hp-negative	0	0
E5$Candidatus_Deianiraea	E5	Hp-negative	0	0
E5$Candidatus_Desulfofervidus_auxilii	E5	Hp-negative	0	0.026042571
E5$Candidatus_Endolissoclinum	E5	Hp-negative	0	0.031251085
E5$Candidatus_Fonsibacter_ubiquis	E5	Hp-negative	0	0.022570228
E5$Candidatus_Formimonas	E5	Hp-negative	0	0
E5$Candidatus_Gullanella	E5	Hp-negative	0	0.038195771
E5$Candidatus_Hamiltonella	E5	Hp-negative	0	0
E5$Candidatus_Hodgkinia_cicadicola	E5	Hp-negative	0	0.020834057
E5$Candidatus_Kinetoplastibacterium	E5	Hp-negative	0	0
E5$Candidatus_Kinetoplastibacterium.1	E5	Hp-negative	0	0
E5$Candidatus_Kinetoplastibacterium.2	E5	Hp-negative	0	0.019097885
E5$Candidatus_Kuenenia	E5	Hp-negative	0	0
E5$Candidatus_Methylopumilus	E5	Hp-negative	0	0
E5$Candidatus_Nanosynbacter	E5	Hp-negative	0	0
E5$Candidatus_Neoehrlichia	E5	Hp-negative	0	0.048612799
E5$Candidatus_Nitrotoga	E5	Hp-negative	0	0
E5$Candidatus_Obscuribacter	E5	Hp-negative	0	0
E5$Candidatus_Paracaedibacter	E5	Hp-negative	0	0
E5$Candidatus_Pelagibacter	E5	Hp-negative	0	0
E5$Candidatus_Phycorickettsia	E5	Hp-negative	0	0
E5$Candidatus_Phytoplasma	E5	Hp-negative	0	0.020834057
E5$Candidatus_Portiera	E5	Hp-negative	0	0.022570228
E5$Candidatus_Profftia	E5	Hp-negative	0	0.029514914
E5$Candidatus_Promineofilum	E5	Hp-negative	0	0.053821313
E5$Candidatus_Protochlamydia	E5	Hp-negative	0	0.019097885
E5$Candidatus_Purcelliella	E5	Hp-negative	0	0
E5$Candidatus_Reidiella	E5	Hp-negative	0	0.032987257
E5$Candidatus_Ruthia	E5	Hp-negative	0	0
E5$Candidatus_Soleaferrea	E5	Hp-negative	0	0
E5$Candidatus_Solibacter	E5	Hp-negative	0	0.019097885
E5$Candidatus_Sulcia_muelleri	E5	Hp-negative	0	0.026042571
E5$Candidatus_Syntrophocurvum	E5	Hp-negative	0	0.022570228
E5$Candidatus_Tachikawaea	E5	Hp-negative	0	0
E5$Candidatus_Thioglobus	E5	Hp-negative	0	0
E5$Candidatus_Thioglobus.1	E5	Hp-negative	0	0
E5$Candidatus_Vestibaculum	E5	Hp-negative	0	0
E5$Candidatus_Xenohaliotis	E5	Hp-negative	0	0
E5$Capnocytophaga	E5	Hp-negative	0.218731358	0.093753255
E5$Caproiciproducens	E5	Hp-negative	0	0
E5$Carboxydothermus	E5	Hp-negative	0	0.019097885
E5$Cardiobacterium	E5	Hp-negative	0	0
E5$Carnobacterium	E5	Hp-negative	0	0.026042571
E5$Catellatospora	E5	Hp-negative	0	0
E5$Catenovulum	E5	Hp-negative	0	0
E5$Catenulispora	E5	Hp-negative	0	0.029514914
E5$Catonella	E5	Hp-negative	0	0
E5$Caulobacter	E5	Hp-negative	0	0
E5$Cedecea	E5	Hp-negative	0	0.039931942
E5$Cellulomonas	E5	Hp-negative	0	0.019097885
E5$Cellulophaga	E5	Hp-negative	0	0.156255426
E5$Cellulosilyticum	E5	Hp-negative	0	0.059029827
E5$Cellvibrio	E5	Hp-negative	0	0.020834057
E5$CENA359	E5	Hp-negative	0	0
E5$Cereibacter	E5	Hp-negative	0	0
E5$Cetobacterium	E5	Hp-negative	0	0
E5$Chamaesiphon_minutus	E5	Hp-negative	0	0.470502448
E5$Changchengzhania	E5	Hp-negative	0	0
E5$Chazhemtobacterium	E5	Hp-negative	0	0
E5$Chelatococcus	E5	Hp-negative	0	0.06250217
E5$Chitinibacter	E5	Hp-negative	0	0
E5$Chitinimonas	E5	Hp-negative	0	0
E5$Chitinophaga	E5	Hp-negative	0	0.13715754
E5$Chlamydia	E5	Hp-negative	0	0.020834057
E5$Chlorobaculum	E5	Hp-negative	0	0
E5$Chlorobium	E5	Hp-negative	0	0
E5$Chloroflexus	E5	Hp-negative	0	0
E5$Chondrocystis_sp._NIES-4102	E5	Hp-negative	0	0.046876628
E5$Chondromyces	E5	Hp-negative	0	0
E5$Christensenella	E5	Hp-negative	0	0
E5$Christensenellaceae_R-7_group	E5	Hp-negative	2.087890237	0
E5$Chromobacterium	E5	Hp-negative	0	0
E5$Chroococcidiopsis_thermalis	E5	Hp-negative	0	0
E5$Chryseobacterium	E5	Hp-negative	0	0.637174902
E5$Chthoniobacter	E5	Hp-negative	0	0
E5$Chthonobacter	E5	Hp-negative	0	0
E5$Citrobacter	E5	Hp-negative	0	0.250008681
E5$Clavibacter	E5	Hp-negative	0	0
E5$Cloacibacterium	E5	Hp-negative	0	0.032987257
E5$Cloacimonas	E5	Hp-negative	0	0.05034897
E5$Clostridioides	E5	Hp-negative	0	0.246536338
E5$Clostridium	E5	Hp-negative	0	5.05399493
E5$Clostridium_sensu_stricto_1	E5	Hp-negative	0.258500696	0
E5$Clostridium_sensu_stricto_11	E5	Hp-negative	0	0
E5$Clostridium_sensu_stricto_12	E5	Hp-negative	0	0
E5$Clostridium_sensu_stricto_13	E5	Hp-negative	0	0
E5$Clostridium_sensu_stricto_14	E5	Hp-negative	0	0
